Data point,Step,Step time,Voltage,Current,Power,Temperature,Capacity,Energy,Total time,End status
1864,9,00:02:10,3.098,7.493,23.2,23.8,270.17,0.8134568,05:10:27,0
1865,9,00:02:20,3.108,7.493,23.3,23.8,290.16,0.8754859,05:10:37,0
1866,9,00:02:30,3.1177,7.493,23.4,23.8,311.81,0.9428931,05:10:47,0
1867,9,00:02:40,3.127,7.493,23.4,23.8,331.38,1.0040059,05:10:57,0
1868,9,00:02:50,3.1373,7.492,23.5,23.8,353.03,1.0718162,05:11:07,0
1869,9,00:03:00,3.1447,7.493,23.6,23.8,373.01,1.1346015,05:11:17,0
1870,9,00:03:10,3.1542,7.492,23.6,23.8,394.66,1.2027894,05:11:27,0
1871,9,00:03:20,3.1623,7.492,23.7,23.8,415.9,1.2698709,05:11:37,0
1872,9,00:03:30,3.1701,7.492,23.8,23.8,435.88,1.3331631,05:11:47,0
1873,9,00:03:40,3.1775,7.492,23.8,23.8,457.11,1.4005425,05:11:57,0
1874,9,00:03:50,3.1848,7.492,23.9,23.8,477.1,1.4641262,05:12:07,0
1875,9,00:04:00,3.1929,7.492,23.9,23.8,498.74,1.5331577,05:12:17,0
1876,9,00:04:10,3.1997,7.492,24,23.8,519.97,1.6010005,05:12:27,0
1877,9,00:04:20,3.2064,7.492,24,23.7,539.96,1.6650236,05:12:37,0
1878,9,00:04:30,3.2129,7.492,24.1,23.7,561.18,1.7331573,05:12:47,0
1879,9,00:04:40,3.219,7.492,24.1,23.7,581.17,1.7974259,05:12:57,0
1880,9,00:04:50,3.2251,7.492,24.2,23.7,603.23,1.868523,05:13:07,0
1881,9,00:05:00,3.2311,7.492,24.2,23.7,622.81,1.9317169,05:13:17,0
1882,9,00:05:10,3.2376,7.492,24.3,23.7,644.46,2.0017657,05:13:27,0
1883,9,00:05:20,3.2431,7.492,24.3,23.7,665.7,2.0705678,05:13:37,0
1884,9,00:05:30,3.2485,7.492,24.3,23.7,685.68,2.1354313,05:13:47,0
1885,9,00:05:40,3.2537,7.492,24.4,23.7,706.91,2.2044613,05:13:57,0
1886,9,00:05:50,3.2588,7.492,24.4,23.7,726.9,2.2695558,05:14:07,0
1887,9,00:06:00,3.2637,7.492,24.5,23.7,748.55,2.3401721,05:14:17,0
1888,9,00:06:10,3.2685,7.492,24.5,23.7,768.54,2.4054523,05:14:27,0
1889,9,00:06:20,3.2732,7.492,24.5,23.7,789.8,2.4750147,05:14:37,0
1890,9,00:06:30,3.2782,7.492,24.6,23.7,811.45,2.5459268,05:14:47,0
1891,9,00:06:40,3.2825,7.492,24.6,23.7,831.85,2.6128435,05:14:57,0
1892,9,00:06:50,3.2865,7.492,24.6,23.7,852.24,2.679832,05:15:07,0
1893,9,00:07:00,3.2903,7.492,24.7,23.7,873.9,2.7510552,05:15:17,0
1894,9,00:07:10,3.2938,7.492,24.7,23.7,894.3,2.8182197,05:15:27,0
1895,9,00:07:20,3.2973,7.492,24.7,23.7,915.53,2.888185,05:15:37,0
1896,9,00:07:30,3.2996,7.492,24.7,23.7,935.1,2.9527478,05:15:47,0
1897,9,00:07:40,3.3021,7.492,24.7,23.7,957.17,3.0255907,05:15:57,0
1898,9,00:07:50,3.3038,7.492,24.8,23.7,977.15,3.0915964,05:16:07,0
1899,9,00:08:00,3.305,7.492,24.8,23.7,998.39,3.1617613,05:16:17,0
1900,9,00:08:10,3.3059,7.492,24.8,23.7,1018.37,3.2278166,05:16:27,0
1901,9,00:08:20,3.3067,7.492,24.8,23.8,1040.02,3.2993956,05:16:37,0
1902,9,00:08:30,3.3072,7.492,24.8,23.8,1061.25,3.3695991,05:16:47,0
1903,9,00:08:40,3.3076,7.492,24.8,23.8,1081.23,3.4356804,05:16:57,0
1904,9,00:08:50,3.3079,7.492,24.8,23.8,1102.88,3.507278,05:17:07,0
1905,9,00:09:00,3.3081,7.492,24.8,23.8,1122.44,3.572011,05:17:17,0
1906,9,00:09:10,3.3083,7.492,24.8,23.8,1144.09,3.643631,05:17:27,0
1907,9,00:09:20,3.3085,7.492,24.8,23.8,1165.33,3.713876,05:17:37,0
1908,9,00:09:30,3.3086,7.492,24.8,23.8,1185.31,3.7799797,05:17:47,0
1909,9,00:09:40,3.3088,7.492,24.8,23.9,1206.96,3.8516121,05:17:57,0
1910,9,00:09:50,3.3089,7.492,24.8,23.9,1226.95,3.9177668,05:18:07,0
1911,9,00:10:00,3.309,7.492,24.8,23.9,1248.59,3.9893649,05:18:17,0
1912,9,00:10:10,3.3091,7.492,24.8,23.9,1269.43,4.0583386,05:18:27,0
1913,9,00:10:20,3.3093,7.492,24.8,23.9,1289.43,4.1245322,05:18:37,0
1914,9,00:10:30,3.3094,7.492,24.8,23.9,1310.25,4.1934166,05:18:47,0
1915,9,00:10:40,3.3096,7.492,24.8,23.9,1331.48,4.263689,05:18:57,0
1916,9,00:10:50,3.3097,7.492,24.8,23.9,1351.47,4.3298311,05:19:07,0
1917,9,00:11:00,3.3099,7.492,24.8,24,1373.12,4.4014902,05:19:17,0
1918,9,00:11:10,3.3101,7.492,24.8,24,1393.52,4.4690137,05:19:27,0
1919,9,00:11:20,3.3103,7.492,24.8,24,1414.75,4.5392914,05:19:37,0
1920,9,00:11:30,3.3106,7.492,24.8,24,1435.15,4.606823,05:19:47,0
1921,9,00:11:40,3.3108,7.492,24.8,24,1456.39,4.6771445,05:19:57,0
1922,9,00:11:50,3.311,7.492,24.8,24,1476.79,4.744689,05:20:07,0
1923,9,00:12:00,3.3112,7.492,24.8,24.1,1498.03,4.8150053,05:20:17,0
1924,9,00:12:10,3.3115,7.492,24.8,24.1,1518.01,4.8811946,05:20:27,0
1925,9,00:12:20,3.3118,7.492,24.8,24.1,1539.66,4.9528708,05:20:37,0
1926,9,00:12:30,3.3121,7.492,24.8,24.1,1559.22,5.0176744,05:20:47,0
1927,9,00:12:40,3.3124,7.492,24.8,24.1,1580.87,5.0893874,05:20:57,0
1928,9,00:12:50,3.3127,7.492,24.8,24.1,1601.27,5.1569567,05:21:07,0
1929,9,00:13:00,3.313,7.492,24.8,24.1,1622.51,5.2273021,05:21:17,0
1930,9,00:13:10,3.3133,7.492,24.8,24.2,1642.9,5.294879,05:21:27,0
1931,9,00:13:20,3.3136,7.492,24.8,24.2,1664.55,5.3666139,05:21:37,0
1932,9,00:13:30,3.314,7.492,24.8,24.2,1684.54,5.4328394,05:21:47,0
1933,9,00:13:40,3.3144,7.492,24.8,24.2,1706.18,5.5045877,05:21:57,0
1934,9,00:13:50,3.3147,7.492,24.8,24.2,1726.18,5.570868,05:22:07,0
1935,9,00:14:00,3.3152,7.492,24.8,24.2,1746.99,5.6398554,05:22:17,0
1936,9,00:14:10,3.3156,7.492,24.8,24.2,1767.39,5.7074838,05:22:27,0
1937,9,00:14:20,3.316,7.492,24.8,24.2,1789.04,5.7792592,05:22:37,0
1938,9,00:14:30,3.3164,7.492,24.8,24.2,1809.44,5.8469224,05:22:47,0
1939,9,00:14:40,3.3168,7.492,24.8,24.3,1831.09,5.9187274,05:22:57,0
1940,9,00:14:50,3.3173,7.492,24.9,24.3,1851.49,5.9863987,05:23:07,0
1941,9,00:15:00,3.3176,7.492,24.9,24.3,1871.48,6.0526919,05:23:17,0
1942,9,00:15:10,3.3181,7.492,24.9,24.3,1893.13,6.1245332,05:23:27,0
1943,9,00:15:20,3.3186,7.492,24.9,24.3,1914.36,6.1949964,05:23:37,0
1944,9,00:15:30,3.319,7.492,24.9,24.3,1934.35,6.2613149,05:23:47,0
1945,9,00:15:40,3.3195,7.492,24.9,24.3,1955.99,6.3331714,05:23:57,0
1946,9,00:15:50,3.32,7.492,24.9,24.4,1975.98,6.3995056,05:24:07,0
1947,9,00:16:00,3.3206,7.492,24.9,24.4,1997.62,6.4713817,05:24:17,0
1948,9,00:16:10,3.321,7.492,24.9,24.4,2017.6,6.5377297,05:24:27,0
1949,9,00:16:20,3.3216,7.492,24.9,24.4,2038.83,6.608243,05:24:37,0
1950,9,00:16:30,3.3222,7.492,24.9,24.4,2058.81,6.6746235,05:24:47,0
1951,9,00:16:40,3.3228,7.492,24.9,24.4,2080.46,6.7465596,05:24:57,0
1952,9,00:16:50,3.3233,7.492,24.9,24.4,2100.45,6.8129711,05:25:07,0
1953,9,00:17:00,3.324,7.492,24.9,24.4,2121.69,6.8835635,05:25:17,0
1954,9,00:17:10,3.3247,7.492,24.9,24.4,2143.34,6.9555368,05:25:27,0
1955,9,00:17:20,3.3254,7.492,24.9,24.5,2163.74,7.0233603,05:25:37,0
1956,9,00:17:30,3.326,7.492,24.9,24.5,2184.97,7.0939827,05:25:47,0
1957,9,00:17:40,3.3267,7.492,24.9,24.5,2204.95,7.1604323,05:25:57,0
1958,9,00:17:50,3.3274,7.492,24.9,24.5,2226.6,7.232461,05:26:07,0
1959,9,00:18:00,3.3281,7.492,24.9,24.5,2247,7.3003426,05:26:17,0
1960,9,00:18:10,3.3289,7.492,24.9,24.5,2268.23,7.3710113,05:26:27,0
1961,9,00:18:20,3.3295,7.492,24.9,24.5,2288.63,7.4389305,05:26:37,0
1962,9,00:18:30,3.3304,7.492,25,24.5,2309.86,7.5096421,05:26:47,0
1963,9,00:18:40,3.3311,7.492,25,24.5,2329.85,7.5762115,05:26:57,0
1964,9,00:18:50,3.3319,7.492,25,24.5,2351.5,7.6483283,05:27:07,0
1965,9,00:19:00,3.3328,7.492,25,24.6,2371.48,7.7149282,05:27:17,0
1966,9,00:19:10,3.3336,7.492,25,24.6,2393.16,7.787169,05:27:27,0
1967,9,00:19:20,3.3344,7.492,25,24.6,2412.72,7.8523946,05:27:37,0
1968,9,00:19:30,3.3354,7.492,25,24.6,2434.78,7.9259672,05:27:47,0
1969,9,00:19:40,3.3362,7.492,25,24.6,2454.76,7.9926295,05:27:57,0
1970,9,00:19:50,3.337,7.492,25,24.6,2476.41,8.064867,05:28:07,0
1971,9,00:20:00,3.3379,7.492,25,24.6,2496.4,8.1315565,05:28:17,0
1972,9,00:20:10,3.3387,7.492,25,24.6,2518.05,8.2038326,05:28:27,0
1973,9,00:20:20,3.3395,7.492,25,24.6,2538.03,8.2705774,05:28:37,0
1974,9,00:20:30,3.3404,7.492,25,24.6,2559.27,8.3415127,05:28:47,0
1975,9,00:20:40,3.3415,7.492,25,24.6,2580.51,8.4124622,05:28:57,0
1976,9,00:20:50,3.3423,7.492,25,24.6,2600.49,8.4792461,05:29:07,0
1977,9,00:21:00,3.3432,7.492,25,24.7,2621.32,8.5488815,05:29:17,0
1978,9,00:21:10,3.3441,7.492,25.1,24.7,2642.56,8.6198854,05:29:27,0
1979,9,00:21:20,3.3449,7.492,25.1,24.7,2662.55,8.6867256,05:29:37,0
1980,9,00:21:30,3.3458,7.492,25.1,24.7,2684.19,8.7591476,05:29:47,0
1981,9,00:21:40,3.3466,7.492,25.1,24.7,2704.18,8.8260193,05:29:57,0
1982,9,00:21:50,3.3476,7.492,25.1,24.7,2726.25,8.8999033,05:30:07,0
1983,9,00:22:00,3.3485,7.492,25.1,24.7,2746.23,8.9668093,05:30:17,0
1984,9,00:22:10,3.3495,7.492,25.1,24.7,2767.46,9.0378962,05:30:27,0
1985,9,00:22:20,3.3504,7.492,25.1,24.7,2787.44,9.104825,05:30:37,0
1986,9,00:22:30,3.3512,7.492,25.1,24.7,2809.09,9.1773701,05:30:47,0
1987,9,00:22:40,3.3521,7.492,25.1,24.7,2829.07,9.2443495,05:30:57,0
1988,9,00:22:50,3.353,7.492,25.1,24.8,2850.72,9.3169184,05:31:07,0
1989,9,00:23:00,3.354,7.492,25.1,24.8,2871.96,9.3881521,05:31:17,0
1990,9,00:23:10,3.3549,7.492,25.1,24.8,2892.36,9.4565868,05:31:27,0
1991,9,00:23:20,3.3557,7.492,25.1,24.8,2912.34,9.523634,05:31:37,0
1992,9,00:23:30,3.3565,7.492,25.1,24.8,2933.99,9.596282,05:31:47,0
1993,9,00:23:40,3.3574,7.492,25.2,24.8,2954.4,9.6647835,05:31:57,0
1994,9,00:23:50,3.3583,7.492,25.2,24.8,2975.22,9.7346897,05:32:07,0
1995,9,00:24:00,3.3591,7.492,25.2,24.8,2996.45,9.8060074,05:32:17,0
1996,9,00:24:10,3.3599,7.492,25.2,24.8,3016.43,9.8731461,05:32:27,0
1997,9,00:24:20,3.3608,7.492,25.2,24.8,3038.08,9.9458952,05:32:37,0
1998,9,00:24:30,3.3614,7.492,25.2,24.8,3057.65,10.0116606,05:32:47,0
1999,9,00:24:40,3.3623,7.492,25.2,24.8,3079.31,10.0844631,05:32:57,0
2000,9,00:24:50,3.3631,7.492,25.2,24.8,3100.55,10.1558867,05:33:07,0
2001,9,00:25:00,3.3639,7.492,25.2,24.9,3120.53,10.2231178,05:33:17,0
2002,9,00:25:10,3.3646,7.492,25.2,24.9,3141.77,10.2945604,05:33:27,0
2003,9,00:25:20,3.3654,7.492,25.2,24.9,3161.75,10.3617926,05:33:37,0
2004,9,00:25:30,3.3663,7.492,25.2,24.9,3183.39,10.4346428,05:33:47,0
2005,9,00:25:40,3.3671,7.492,25.2,24.9,3203.79,10.503315,05:33:57,0
2006,9,00:25:50,3.3679,7.492,25.2,24.9,3225.44,10.5762205,05:34:07,0
2007,9,00:26:00,3.3686,7.492,25.2,24.9,3245.43,10.6435347,05:34:17,0
2008,9,00:26:10,3.3694,7.492,25.2,24.9,3267.07,10.7164612,05:34:27,0
2009,9,00:26:20,3.3702,7.492,25.2,24.9,3287.47,10.7851887,05:34:37,0
2010,9,00:26:30,3.371,7.492,25.3,24.9,3307.46,10.8525639,05:34:47,0
2011,9,00:26:40,3.3717,7.492,25.3,24.9,3329.1,10.9255466,05:34:57,0
2012,9,00:26:50,3.3725,7.492,25.3,24.9,3349.09,10.9929266,05:35:07,0
2013,9,00:27:00,3.3734,7.492,25.3,24.9,3370.32,11.0645599,05:35:17,0
2014,9,00:27:10,3.3742,7.492,25.3,24.9,3390.72,11.1333838,05:35:27,0
2015,9,00:27:20,3.3751,7.492,25.3,25,3412.37,11.2064505,05:35:37,0
2016,9,00:27:30,3.3759,7.492,25.3,25,3432.77,11.2753153,05:35:47,0
2017,9,00:27:40,3.3767,7.492,25.3,25,3454.42,11.3484125,05:35:57,0
2018,9,00:27:50,3.3774,7.492,25.3,25,3474.41,11.4158945,05:36:07,0
2019,9,00:28:00,3.3783,7.492,25.3,25,3496.06,11.4890232,05:36:17,0
2020,9,00:28:10,3.379,7.492,25.3,25,3516.04,11.5565538,05:36:27,0
2021,9,00:28:20,3.3798,7.492,25.3,25,3537.69,11.6297092,05:36:37,0
2022,9,00:28:30,3.3805,7.492,25.3,25,3557.68,11.6972666,05:36:47,0
2023,9,00:28:40,3.3811,7.492,25.3,25,3578.91,11.7690525,05:36:57,0
2024,9,00:28:50,3.3818,7.492,25.3,25,3598.9,11.8366518,05:37:07,0
2025,9,00:29:00,3.3824,7.492,25.3,25,3620.55,11.9098768,05:37:17,0
2026,9,00:29:10,3.3831,7.492,25.3,25,3640.94,11.9788666,05:37:27,0
2027,9,00:29:20,3.3838,7.492,25.4,25,3662.59,12.0521078,05:37:37,0
2028,9,00:29:30,3.3844,7.492,25.4,25,3682.99,12.1211452,05:37:47,0
2029,9,00:29:40,3.3849,7.492,25.4,25.1,3704.22,12.1930094,05:37:57,0
2030,9,00:29:50,3.3854,7.492,25.4,25.1,3724.21,12.2606459,05:38:07,0
2031,9,00:30:00,3.3858,7.492,25.4,25.1,3745.43,12.33251,05:38:17,0
2032,9,00:30:10,3.3863,7.492,25.4,25.1,3766.67,12.404417,05:38:27,0
2033,9,00:30:20,3.3867,7.492,25.4,25.1,3786.66,12.472105,05:38:37,0
2034,9,00:30:30,3.3871,7.492,25.4,25.1,3808.3,12.5454283,05:38:47,0
2035,9,00:30:40,3.3875,7.492,25.4,25.1,3828.29,12.6131334,05:38:57,0
2036,9,00:30:50,3.3879,7.492,25.4,25.1,3849.53,12.6850834,05:39:07,0
2037,9,00:31:00,3.3882,7.492,25.4,25.1,3869.52,12.7528028,05:39:17,0
2038,9,00:31:10,3.3885,7.492,25.4,25.1,3891.17,12.82617,05:39:27,0
2039,9,00:31:20,3.3888,7.492,25.4,25.1,3912.4,12.8981161,05:39:37,0
2040,9,00:31:30,3.3891,7.492,25.4,25.1,3932.39,12.965848,05:39:47,0
2041,9,00:31:40,3.3893,7.492,25.4,25.1,3953.62,13.0377903,05:39:57,0
2042,9,00:31:50,3.3896,7.492,25.4,25.1,3974.85,13.1097794,05:40:07,0
2043,9,00:32:00,3.3898,7.492,25.4,25.1,3994.84,13.1775246,05:40:17,0
2044,9,00:32:10,3.3901,7.492,25.4,25.1,4016.49,13.2509146,05:40:27,0
2045,9,00:32:20,3.3903,7.492,25.4,25.1,4036.06,13.3172665,05:40:37,0
2046,9,00:32:30,3.3904,7.492,25.4,25.1,4057.71,13.3906622,05:40:47,0
2047,9,00:32:40,3.3907,7.492,25.4,25.1,4078.94,13.462656,05:40:57,0
2048,9,00:32:50,3.3908,7.492,25.4,25.1,4099.36,13.5318804,05:41:07,0
2049,9,00:33:00,3.391,7.492,25.4,25.1,4120.58,13.6038589,05:41:17,0
2050,9,00:33:10,3.3912,7.492,25.4,25.1,4141.4,13.6744585,05:41:27,0
2051,9,00:33:20,3.3913,7.492,25.4,25.2,4161.39,13.7422276,05:41:37,0
2052,9,00:33:30,3.3914,7.492,25.4,25.2,4183.04,13.8156576,05:41:47,0
2053,9,00:33:40,3.3916,7.492,25.4,25.2,4203.02,13.8834267,05:41:57,0
2054,9,00:33:50,3.3918,7.492,25.4,25.2,4224.69,13.9569092,05:42:07,0
2055,9,00:34:00,3.3919,7.492,25.4,25.2,4244.67,14.0246954,05:42:17,0
2056,9,00:34:10,3.392,7.492,25.4,25.2,4266.32,14.098114,05:42:27,0
2057,9,00:34:20,3.3921,7.492,25.4,25.2,4286.3,14.1658907,05:42:37,0
2058,9,00:34:30,3.3922,7.492,25.4,25.2,4307.54,14.2379351,05:42:47,0
2059,9,00:34:40,3.3923,7.492,25.4,25.2,4327.94,14.3071432,05:42:57,0
2060,9,00:34:50,3.3924,7.492,25.4,25.2,4349.18,14.3791819,05:43:07,0
2061,9,00:35:00,3.3925,7.492,25.4,25.2,4369.16,14.4469786,05:43:17,0
2062,9,00:35:10,3.3926,7.492,25.4,25.2,4390.81,14.5204191,05:43:27,0
2063,9,00:35:20,3.3927,7.492,25.4,25.3,4410.79,14.5882072,05:43:37,0
2064,9,00:35:30,3.3928,7.492,25.4,25.3,4432.43,14.6616421,05:43:47,0
2065,9,00:35:40,3.3929,7.492,25.4,25.3,4452.42,14.729434,05:43:57,0
2066,9,00:35:50,3.393,7.492,25.4,25.3,4473.23,14.8000555,05:44:07,0
2067,9,00:36:00,3.393,7.492,25.4,25.3,4494.88,14.8735275,05:44:17,0
2068,9,00:36:10,3.3931,7.492,25.4,25.3,4514.89,14.9414139,05:44:27,0
2069,9,00:36:20,3.3932,7.492,25.4,25.3,4536.54,15.0148611,05:44:37,0
2070,9,00:36:30,3.3932,7.492,25.4,25.3,4556.52,15.0826635,05:44:47,0
2071,9,00:36:40,3.3933,7.492,25.4,25.3,4577.75,15.1546946,05:44:57,0
2072,9,00:36:50,3.3934,7.492,25.4,25.3,4598.99,15.2267876,05:45:07,0
2073,9,00:37:00,3.3934,7.492,25.4,25.3,4618.98,15.294611,05:45:17,0
2074,9,00:37:10,3.3935,7.492,25.4,25.3,4640.63,15.3680801,05:45:27,0
2075,9,00:37:20,3.3936,7.492,25.4,25.3,4660.61,15.4358788,05:45:37,0
2076,9,00:37:30,3.3936,7.492,25.4,25.3,4682.27,15.5093746,05:45:47,0
2077,9,00:37:40,3.3937,7.492,25.4,25.3,4702.25,15.577198,05:45:57,0
2078,9,00:37:50,3.3938,7.492,25.4,25.4,4723.9,15.6506643,05:46:07,0
2079,9,00:38:00,3.3938,7.492,25.4,25.4,4744.3,15.7198925,05:46:17,0
2080,9,00:38:10,3.3939,7.492,25.4,25.4,4764.28,15.7876997,05:46:27,0
2081,9,00:38:20,3.3939,7.492,25.4,25.4,4785.5,15.8597355,05:46:37,0
2082,9,00:38:30,3.394,7.492,25.4,25.4,4807.15,15.9331903,05:46:47,0
2083,9,00:38:40,3.394,7.492,25.4,25.4,4827.55,16.00243,05:46:57,0
2084,9,00:38:50,3.3941,7.492,25.4,25.4,4848.78,16.0744877,05:47:07,0
2085,9,00:39:00,3.3941,7.492,25.4,25.4,4868.76,16.1423149,05:47:17,0
2086,9,00:39:10,3.3942,7.492,25.4,25.4,4889.99,16.2143745,05:47:27,0
2087,9,00:39:20,3.3943,7.492,25.4,25.5,4909.98,16.2822113,05:47:37,0
2088,9,00:39:30,3.3943,7.492,25.4,25.5,4931.63,16.3557148,05:47:47,0
2089,9,00:39:40,3.3944,7.492,25.4,25.5,4952.87,16.4277878,05:47:57,0
2090,9,00:39:50,3.3944,7.492,25.4,25.5,4972.85,16.4956264,05:48:07,0
2091,9,00:40:00,3.3945,7.492,25.4,25.5,4994.5,16.5690994,05:48:17,0
2092,9,00:40:10,3.3945,7.492,25.4,25.5,5014.9,16.6383343,05:48:27,0
2093,9,00:40:20,3.3946,7.492,25.4,25.5,5036.13,16.710413,05:48:37,0
2094,9,00:40:30,3.3946,7.492,25.4,25.5,5056.11,16.7782497,05:48:47,0
2095,9,00:40:40,3.3947,7.492,25.4,25.5,5077.35,16.8503494,05:48:57,0
2096,9,00:40:50,3.3948,7.492,25.4,25.5,5097.33,16.9181824,05:49:07,0
2097,9,00:41:00,3.3948,7.492,25.4,25.6,5118.98,16.9916706,05:49:17,0
2098,9,00:41:10,3.3948,7.492,25.4,25.6,5139.39,17.0609322,05:49:27,0
2099,9,00:41:20,3.3949,7.492,25.4,25.6,5160.62,17.133028,05:49:37,0
2100,9,00:41:30,3.395,7.492,25.4,25.6,5181.86,17.2051182,05:49:47,0
2101,9,00:41:40,3.395,7.492,25.4,25.6,5201.85,17.2729702,05:49:57,0
2102,9,00:41:50,3.3951,7.492,25.4,25.6,5223.5,17.3464832,05:50:07,0
2103,9,00:42:00,3.3952,7.492,25.4,25.6,5243.9,17.415741,05:50:17,0
2104,9,00:42:10,3.3952,7.492,25.4,25.6,5263.88,17.4835796,05:50:27,0
2105,9,00:42:20,3.3953,7.492,25.4,25.6,5285.53,17.5570698,05:50:37,0
2106,9,00:42:30,3.3953,7.492,25.4,25.7,5306.76,17.6291828,05:50:47,0
2107,9,00:42:40,3.3954,7.492,25.4,25.7,5326.75,17.697031,05:50:57,0
2108,9,00:42:50,3.3955,7.492,25.4,25.7,5348.39,17.7705173,05:51:07,0
2109,9,00:43:00,3.3955,7.492,25.4,25.7,5368.38,17.8383865,05:51:17,0
2110,9,00:43:10,3.3956,7.492,25.4,25.7,5390.03,17.9118977,05:51:27,0
2111,9,00:43:20,3.3956,7.492,25.4,25.7,5410.42,17.9811535,05:51:37,0
2112,9,00:43:30,3.3957,7.492,25.4,25.7,5431.65,18.0532398,05:51:47,0
2113,9,00:43:40,3.3958,7.492,25.4,25.7,5451.63,18.1210842,05:51:57,0
2114,9,00:43:50,3.3959,7.492,25.4,25.7,5473.28,18.194582,05:52:07,0
2115,9,00:44:00,3.3959,7.492,25.4,25.8,5493.26,18.2624454,05:52:17,0
2116,9,00:44:10,3.396,7.492,25.4,25.8,5513.66,18.331707,05:52:27,0
2117,9,00:44:20,3.3961,7.492,25.4,25.8,5535.3,18.4052181,05:52:37,0
2118,9,00:44:30,3.3962,7.492,25.4,25.8,5555.71,18.4745102,05:52:47,0
2119,9,00:44:40,3.3962,7.492,25.4,25.8,5576.95,18.546648,05:52:57,0
2120,9,00:44:50,3.3963,7.492,25.4,25.8,5597.35,18.6159363,05:53:07,0
2121,9,00:45:00,3.3964,7.492,25.4,25.8,5618.58,18.6880569,05:53:17,0
2122,9,00:45:10,3.3964,7.492,25.4,25.8,5638.98,18.7573471,05:53:27,0
2123,9,00:45:20,3.3965,7.492,25.4,25.8,5660.63,18.8308716,05:53:37,0
2124,9,00:45:30,3.3966,7.492,25.4,25.9,5680.61,18.8987408,05:53:47,0
2125,9,00:45:40,3.3967,7.492,25.4,25.9,5701.01,18.9680252,05:53:57,0
2126,9,00:45:50,3.3968,7.492,25.4,25.9,5722.66,19.0415764,05:54:07,0
2127,9,00:46:00,3.3968,7.492,25.4,25.9,5742.65,19.1094532,05:54:17,0
2128,9,00:46:10,3.397,7.492,25.5,25.9,5764.3,19.1829987,05:54:27,0
2129,9,00:46:20,3.397,7.492,25.5,25.9,5784.73,19.2523899,05:54:37,0
2130,9,00:46:30,3.3971,7.492,25.5,25.9,5805.98,19.3245983,05:54:47,0
2131,9,00:46:40,3.3972,7.492,25.5,25.9,5826.37,19.393858,05:54:57,0
2132,9,00:46:50,3.3973,7.492,25.5,26,5847.6,19.4659901,05:55:07,0
2133,9,00:47:00,3.3974,7.492,25.5,26,5868.42,19.5366974,05:55:17,0
2134,9,00:47:10,3.3975,7.492,25.5,26,5888.4,19.6045952,05:55:27,0
2135,9,00:47:20,3.3976,7.492,25.5,26,5909.63,19.6767197,05:55:37,0
2136,9,00:47:30,3.3977,7.492,25.5,26,5929.62,19.744648,05:55:47,0
2137,9,00:47:40,3.3978,7.492,25.5,26,5951.69,19.8196278,05:55:57,0
2138,9,00:47:50,3.3979,7.492,25.5,26,5971.67,19.8875275,05:56:07,0
2139,9,00:48:00,3.398,7.492,25.5,26,5993.33,19.9611073,05:56:17,0
2140,9,00:48:10,3.3981,7.492,25.5,26,6013.31,20.0289993,05:56:27,0
2141,9,00:48:20,3.3982,7.492,25.5,26,6034.96,20.1025867,05:56:37,0
2142,9,00:48:30,3.3983,7.492,25.5,26.1,6054.95,20.1705055,05:56:47,0
2143,9,00:48:40,3.3984,7.492,25.5,26.1,6076.18,20.2426605,05:56:57,0
2144,9,00:48:50,3.3985,7.492,25.5,26.1,6096.58,20.3119774,05:57:07,0
2145,9,00:49:00,3.3986,7.492,25.5,26.1,6117.81,20.3841286,05:57:17,0
2146,9,00:49:10,3.3988,7.492,25.5,26.1,6138.21,20.4534836,05:57:27,0
2147,9,00:49:20,3.3989,7.492,25.5,26.1,6159.45,20.5256577,05:57:37,0
2148,9,00:49:30,3.399,7.492,25.5,26.1,6179.85,20.5950127,05:57:47,0
2149,9,00:49:40,3.3991,7.492,25.5,26.1,6201.09,20.6671886,05:57:57,0
2150,9,00:49:50,3.3992,7.492,25.5,26.1,6222.32,20.7393513,05:58:07,0
2151,9,00:50:00,3.3994,7.492,25.5,26.1,6242.71,20.8086891,05:58:17,0
2152,9,00:50:10,3.3995,7.492,25.5,26.2,6262.7,20.8766212,05:58:27,0
2153,9,00:50:20,3.3996,7.492,25.5,26.2,6284.35,20.9502239,05:58:37,0
2154,9,00:50:30,3.3997,7.492,25.5,26.2,6305.58,21.0224209,05:58:47,0
2155,9,00:50:40,3.3998,7.492,25.5,26.2,6325.56,21.0903473,05:58:57,0
2156,9,00:50:50,3.4,7.492,25.5,26.2,6347.21,21.1639366,05:59:07,0
2157,9,00:51:00,3.4001,7.492,25.5,26.2,6367.19,21.2318859,05:59:17,0
2158,9,00:51:10,3.4004,7.492,25.5,26.2,6388.85,21.305521,05:59:27,0
2159,9,00:51:20,3.4005,7.492,25.5,26.2,6409.25,21.3748875,05:59:37,0
2160,9,00:51:30,3.4006,7.492,25.5,26.2,6430.48,21.4470844,05:59:47,0
2161,9,00:51:40,3.4007,7.492,25.5,26.2,6450.46,21.5150261,05:59:57,0
2162,9,00:51:50,3.4009,7.492,25.5,26.2,6472.11,21.5886497,06:00:07,0
2163,9,00:52:00,3.401,7.492,25.5,26.2,6492.09,21.6565971,06:00:17,0
2164,9,00:52:10,3.4012,7.492,25.5,26.3,6513.74,21.7302246,06:00:27,0
